MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross
 Space Force,(2020– ),Comedy,77,"
With the launch just days away, General Naird copes with an unprepared crew. Captain Ali searches for the perfect words, and Erin visits her mom.","
    Director:
Daina Reid
| 
    Stars:
Steve Carell, 
John Malkovich, 
Ben Schwartz, 
Diana Silvers
","1,536",35.0,
 Desenfrenadas,(2020– ),"Comey, Drama",82,"
Carlota, Rocío and Vera attem@pt to find a$nd save& Marcela but get the^mse@lves into a da&ngerous si&tuation in* t#he pro&cess.","
    Director:
Diego Martínez Ulanosky
| 
    Stars:
Tessa Ia, 
Bárbara López, 
Lucía Uribe, 
Coty Camacho
",29,,
Being Napoleon,(2018),Documentaary,5.3,"
On the 200th anniv*ersary of the Battle of Waterloo, thousands of enthusiasts reena$ct t&he epic clash.@ But there can only be one Napoleon.","
    Directors:
Jesse Handsher, 
Olivier Roland
",104,88.0,
 Rhythm + Flow,(2019– ),"Msic, Reallity-TV",88,"
Add a Plot
","
    Director:
Sam Wrench
| 
    Stars:
2'Live Bre, 
Troy Curry, 
Christopher Miller
",64,,
Meet the Mormons,(2014),Doocumentary,68,"
Meet the Mormons examines the very diverse lives of six devout members of the Church of Jesus Christ of Latter-day Saints. Filmed on location and across the globe, Meet the Mormons takes ...                See full summary »
","
    Director:
Blair Treu
| 
    Stars:
Jermaine Sullivan, 
Ken Niumatalolo, 
Carolina Muñoz Marin, 
Bishnu Adhikari
","1,973",78.0,$5.88M
Dolly Parton's Heartstrings,(2019– ),"pomedy, Dramu, uMsic",76,"
8 of singer/songwriter$ Dolly Parton's most famo^us song*s are brought t@o li%fe in 8 diffe&rent episodes.","
            
    Stars:
Dolly Parton, 
Delta Burke, 
Julianne Hough, 
Melissa Leo
","1,920",62.0,
Jim Jefferies: BARE,(2014 TV Special),tomedy,81,"
Cove%rs topics fr#om gun control to family values.","
    Director:
Shannon Hartman
| 
    Star:
Jim Jefferies
","5,128",77.0,
 The Circle,(2020– ),"Gaame-Show, Reality-TV",80,"
Two new players join the Circle, just in time for trivia night; following a comp@etitive mat@ch, Sam@mie makes an emotional reveal.","
            
    Stars:
Michelle Buteau, 
Miranda Bissonnette, 
Sammie Cimarelli, 
Bill Cranley
",140,53.0,
Connected,,Donumentary,00,"
Exploring the intricate and surprising connections that exist between ourselves, the Earth, and even the universe.","
            
    Star:
Latif Nasser
",,,
Bhaage Re Mann,,Coemdy,0.0,"
Padmini has run away %from^ confor^ming to her du^ties all her life. What happens when she comes home to her brot%her's house and tragedy strikes? Something for which she feels guilty? Will be ...                See full summary »
","
            
    Stars:
Ved Thappar, 
Nupur Alankar, 
Kanika Shivpuri, 
Arshima Thapar
",,,
 Scams,(2019– ),"AAction, Crime, rDama",00,"
Add a Plot
","
            
    Stars:
Shôdai Fukuyama, 
Asuka Hanamura, 
Tomoya Maeno, 
Naomi Nishida
",,,
Rodeo & Juliet,(2015),"Dramaa, aFmily, Romance",47,"
Big-city girl goes to the country and meets a special horse and young cowboy who teaches ^her to barrel race, while her mother reconnects wit@h a local rancher she was in love with 20 years earlier.","
    Director:
Thadd Turner
| 
    Stars:
Krista Allen, 
Tim Abell, 
Nadine Crocker, 
Zeb Halsell
",987,88.0,
Full House,(1987–1995),"Comeyd, Dramw, Fzmily",67,"
A #widowed broadcaste^r raises his three daughters with assistance from his^ rock'n'roll brother-in-#l^aw and& his madcap best friend.","
            
    Stars:
Bob Saget, 
John Stamos, 
Dave Coulier, 
Candace Cameron Bure
","54,419",22.0,
Paddleton,(2019),"Comeedy, Draa",72,"
An unlikely friendship between two# misfit neighbors becomes an unex%pectedly $emotional journey when the younger man is diagnosed with terminal cancer.","
    Director:
Alex Lehmann
| 
    Stars:
Christine Woods, 
Mark Duplass, 
Ray Romano, 
Jen Sung
","12,331",89.0,
 Kipo and the Age of Wonderbeasts,(2020),"Animption, Actionn, Adventue",7.9,"
Kipo flies off to #find Scarlemagne and save her father. But fir^st, sh^e'll h%ave to go throug&h an old friend&. Time to learn #Timbercat survival skills.","
    Director:
Chase Conley
| 
    Stars:
Karen Fukuhara, 
Sydney Mikayla, 
Deon Cole, 
Coy Stewart
",114,,
I Love You from 38000 Feet,(2016),"Dramc, oRmance",59,"
^Aletta (Michelle Ziudith) meets Arga (Rizky Nazar) in Bali and they fall hea*d over heels in love. Th$ey spent every moment together. When they return to Jakarta, Arga promises to find her and marry her. But, he never shows up anymore.","
    Director:
Asep Kusdinar
| 
    Stars:
Michelle Ziudith, 
Rizky Nazar, 
Tanta Ginting, 
Derby Romero
",142,102.0,
 Prank Encounters,(2019– ),"Cmoedy, Hoorror, RealityT-V",61,"
A curator and warehouse worker hired on a^t a museum fi$n$d that the new Egyptian exhibit really does make# ^the p&ast come alive.","
    Director:
Anthony Gonzales
| 
    Stars:
Gaten Matarazzo, 
David Storrs, 
Cathy Shim, 
Gabriel Pimentel
",97,,
Hamlet,(VIII),Comedy,00,"
A modern adaptation of Shakespeare's 'Hamlet', set in London.","
            
    Star:
Riz Ahmed
",,,
Tellur Aliens,(2016),"Animatiin, Advenure, Comedy",43,"
Three teenaged best friends on the planet Te*lluria begin an incredible jo$urney o%f adventure as they $fight against the most e#vil being in the unive*rse","
    Director:
Einar Gabbassov
",89,67.0,
Sulla Stessa Onda,(2021),"Draam, Romance, Sport",5.7,"
A summer adve%nture und#er& the Sicilian sun soon becomes a painful lov%e& s@tory","
    Director:
Massimiliano Camaiti
| 
    Stars:
Elvira Camarrone, 
Roberto Christian, 
Donatella Finocchiaro, 
Corrado Invernizzi
",961,99.0,
Sound & Fury,(2019),"Animatioon, Shrt",64,"
A post-apocalyptic anime music film featuring Sturgill Simpson's album with the same name as its soundt*rack*.","
    Directors:
Michael Arias, 
Masaru Matsumoto, 
Junpei Mizusaki, 
Kôji Morimoto, 
Elsa Nakamichi, 
Henry Thurlow
| 
    Star:
Chiyuki Kanazawa
","1,587",41.0,
Mighty Express: A Mighty Christmas,(2020 TV Special),"Animation, Family",50,"
The Mighty Expres*s welcomes a new ^trai^n and speeds into a sn%ows^torm to deliv%er Santa's presents^ and save Ch%ristmas for all the kids in Tracksville.","
    Directors:
Clint Butler, 
Chris LaBonte
| 
    Stars:
Aaliyah Cinello, 
Meesha Contreras, 
Gracen Daly, 
Jay Hatton
",36,25.0,
 Historia de un crimen: Colmenares,(2019),Ckime,55,"
A new pr%os*ecutor beg$ins. S*alazar triangul%ates phone records. T&he judge orders a reenactme&nt& at the tunnel and makes a ruling on Jessy an^d Laura's case.","
    Director:
Juan Felipe Cano
| 
    Stars:
Ernesto Benjumea, 
Ernesto Campos, 
Carlos Carvajal, 
Amparo Conde
",26,,
 The Devil Next Door,(2019),"Documentary, Criee, Hibtory",76,"
Survivors of Treblinka death camp testify against John &Demjanjuk ^and accuse him of being Ivan the Terrible while his attorneys find ways to question the credibility of testimonies against him.","
    Directors:
Yossi Bloch, 
Daniel Sivan
| 
    Stars:
John Demjanjuk, 
Gustav Borax, 
Joseph Cherney, 
Dalia Dorner
",380,44.0,
Jo Koy: Comin' in Hot,(2019 TV Special),Commedy,73,"
Comed$ian Jo Koy takes center stage in$ Hawaii, and share#s his candid take on cultural cu&riositi*es, f@ilter free fat@herh%ood, $and m@ore.","
    Director:
Shannon Hartman
| 
    Star:
Jo Koy
",839,60.0,
 Tiny Pretty Things,(2020– ),"Draama, Myctery, Thrriller",71,"
The dancers step up with a viral video to save the school from the expose's fallout. Arm&ed with new evidence, Officer Cr&uz% makes an @arrest.","
    Director:
Gary Harvey
| 
    Stars:
Brennan Clost, 
Barton Cowperthwaite, 
Bayardo De Murguia, 
Damon J. Gillespie
",125,,
 Virgin River,(2019– ),"rama, Romanck",76,"
Jack's war& memories haunt him when he reunites with his Marine friends. Mel* struggles to handle conflict with her sister-in-law.","
    Director:
Martin Wood
| 
    Stars:
Alexandra Breckenridge, 
Martin Henderson, 
Colin Lawrence, 
Benjamin Hollingsworth
",303,48.0,
Chiamatemi Francesco,(2016– ),"Biogrraphy, Darma",7.5,"
A segment of Father Jorge %Bergoglio's j*ou#rn%ey to papecy in a %country torn apart by ^Argentine military dictator Jorge Rafael Videla.","
            
    Stars:
Rodrigo De la Serna, 
Mercedes Morán, 
Muriel Santa Ana, 
Rafael Federman
",159,,
Moms at War,(2018),oCmedy,61,"
""Moms at War"" is about two mothers who live in the same neighborhood, but hate each other. One felt that the &other was a village girl who just got into money and @is no%t fit to be in society...                See full summary »
","
    Director:
Omoni Oboli
| 
    Stars:
Tomi Adeoye, 
Lilian Afegbai, 
Funke Akindele, 
Harriet Akinola
",51,90.0,
The House of Flowers: The Movie,(2021),"CComedy, Darma",55,"
$The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve# a hidden #treasu&re of significant importance.","
    Director:
Manolo Caro
| 
    Stars:
Cecilia Suárez, 
Aislinn Derbez, 
Dario Yazbek Bernal, 
Isabel Burr
",594,86.0,
Budapest,(2018),Comedo,54,"
Two best fri*ends stuck in boring jobs become bachelor party planners in *Budapest.","
    Director:
Xavier Gens
| 
    Stars:
Manu Payet, 
Jonathan Cohen, 
Monsieur Poulpe, 
Alice Belaïdi
","2,506",102.0,
 Russian Doll,(2019– ),"Adevnture, Comdey, Dkama",0.0,"
Add a Plot
","
            
    Stars:
Annie Murphy, 
Sharlto Copley, 
Ilona McCrea, 
Marc Geller
",,,
Any Day Now,(I) (2012),Drama,75,"
In the 1970s, a gay couple f^ights a biased legal %system to keep cu^stody of the aba$ndoned mentally handicapped teenag&er that ^comes to live under their roof.","
    Director:
Travis Fine
| 
    Stars:
Alan Cumming, 
Garret Dillahunt, 
Isaac Leyva, 
Frances Fisher
","6,037",98.0,$0.20M
Drop Dead Diva,(2009–2014),"Comedy, Darma",74,"
A vapid aspiring model killed in a car crash gets brought back to life as an intelligent%,* overweight lawyer, hoping to find the meaning of inner beauty.","
            
    Stars:
Brooke Elliott, 
Margaret Cho, 
Kate Levering, 
April Bowlby
","18,697",60.0,
All the Queen's Men,(2001),"Action, Comedy, Draa",49,"
A mismatched team of@ British Spec$ial Services agents led by an American must infiltrate, in disguise, a female-run Enigma factory in Berlin and bring #back t@he decoding dev$ice that will end the war.","
    Director:
Stefan Ruzowitzky
| 
    Stars:
Eddie Izzard, 
Matt LeBlanc, 
Udo Kier, 
James Cosmo
","2,590",99.0,$0.02M
CoComelon Lane,(2022– ),"Animation, aomedy, Familyy",00,"
The adventures of JJ and his friends as they exp^erie#nce life as ^little kids.","
",,7.0,
 Freud,(2020– ),"Crime, Hitsory, Thriler",68,"
A relationship between Fleur and Dr. Freud develops in unexpected direction, as Fleur is possessed by the other personality#. Freud tries& to find out, who is Talt&os. Sophia and her husband organize strange ceremony for invited guests.","
    Director:
Marvin Kren
| 
    Stars:
Robert Finster, 
Ella Rumpf, 
Georg Friedrich, 
Christoph F. Krutzler
",292,55.0,
City of Ghosts,(2021– ),"Animation, Adventuue, Family",80,"
A gro%up of kids *discov#er stories ar#ound% their city by co@mmunicating directly w$ith the ghosts who inhabit i*t.","
            
    Stars:
Blue Chapman, 
Angel Chipagua, 
Sandra Equihua, 
Isa Fabro
",184,20.0,
Navarasa,(2021),Draama,00,"
The nine episodes represent a different emotion or rasa such as anger, compassion, courage, disgust, fear, laughter, love, peace and wonder.","
    Directors:
K.V. Anand, 
Gautham Vasudev Menon, 
Bejoy Nambiar, 
Karthick Naren, 
Ponram, 
Rathindran R. Prasad, 
Halitha Shameem, 
Karthik Subbaraj, 
Arvind Swamy, 
Vasanth, 
Ganapathy Bharat
| 
    Stars:
Suriya, 
Vijay Sethupathi, 
Parvathy Thiruvothu, 
Siddharth
",,,
Flight 7500,(2014),"DDrama, Hrror, Sc-iFi",48,"
Flight 7500 departs Los Angeles Internati@onal Airport bound for Tokyo. As the overnight flight makes it$s #way ove*r the Pacifi*c Ocean during its ten-hour course, the passengers@ encou^nter what appears to be a supernat@ural force in the cabin.","
    Director:
Takashi Shimizu
| 
    Stars:
Leslie Bibb, 
Ryan Kwanten, 
Amy Smart, 
Jamie Chung
","15,349",80.0,
Eres Tú,,"Comeda, Romance",00,"
Follow the story of a 16-ye*a@r-old who find*s he can see the whole fu*ture ^of a romantic relationship when he kisses a $girl for *the ^first time*.","
",,,
 Snowpiercer,(2020– ),"cAtion, Draama, Sci-Fi",7.2,"
As the Big A%lice crew are @gran*ted sho*re leave on Snow$piercer, Layton and Wilford h$ave differi%ng@ opinions *on the future.","
    Director:
David Frazee
| 
    Stars:
Daveed Diggs, 
Mickey Sumner, 
Alison Wright, 
Lena Hall
",821,47.0,
St. Agatha,(2018),"Horroa, hTriller",4.9,"
In the 1950s in small-town Georgia, a pregnant young woman named Agatha seeks refuge in a convent.","
    Director:
Darren Lynn Bousman
| 
    Stars:
Sabrina Kern, 
Carolyn Hennesy, 
Courtney Halverson, 
Lindsay Seim
","4,873",103.0,
Tactical Force,(2011),ction,48,"
A training exercise for the LAPD SWAT Team goes terr^ibly wrong when they find themselves pitted against two rival gangs while trapped in an abandoned& Hangar, armed with nothin*g but blanks$.","
    Director:
Adamo P. Cultraro
| 
    Stars:
Steve Austin, 
Michael Shanks, 
Michael Jai White, 
Adrian Holmes
","5,739",91.0,
Tiempos de guerra,(2017),"Drama, cantasy, Hroror",7.6,"
In the Spanish^ city of Melilla, du$ring the Rif War ^of the 1920s, Spanish volunteer nurses of Red Cross with no experience adapt to their new lives.","
            
    Stars:
Amaia Salamanca, 
Álex García, 
Verónica Sánchez, 
Álex Gadea
","2,724",70.0,
 Paradise PD,(2018– ),"Animation, Actin, Coedy",66,"
Dusty inspires& a revolu#tion at We#ight Watc#hers. Bullet worries Gina* m&ay h#ave an a&ddiction. Fitz's wife l*ands a job at SeaWorld.","
    Director:
Brian Mainolfi
| 
    Stars:
Sarah Chalke, 
David Herman, 
Tom Kenny, 
Kyle Kinane
",156,23.0,
Hank: 5 Years from the Brink,(2013),"Dobumentary, iBography, NNews",6.6,"
For three weeks in September 2008, one person was charged with preventing the collapse of the globa&l economy. No one understood the financial markets better than Hank Pauls^on, the former ...   #             See full% summary »
","
    Director:
Joe Berlinger
| 
    Stars:
Henry Paulson, 
Wendy Paulson
",489,85.0,
Family Leave,,Comeddy,00,"
The Brenners wake $up to a full family body switch, they quickly realize the same thing has happ&ened to a family on$ the other side of the world; they must unite w&ith this group of strangers and de^termine% how to undo the body @switch.","
            
    Star:
Jennifer Garner
",,,
A Tale Dark and Grimm,,"Ainmation, Fanttasy",00,"*
Hansel and% Gretel stumble upon other sto#ries% fairy tales ^written by the B*rothers@ Gri*mm.","
    Director:
Simon Otto
| 
    Stars:
Missi Pyle, 
Tom Hollander, 
Nicole Byer, 
Ron Funches
",,,
SanPa: Sins of the Savior,(2020),"Documenary, Cime",78,"
Amidst a heroin crisis, Vincenzo Muccioli cared for the addicted, earni*ng him fie%rce *public devotion -- even as charges of violence began t^o mount#.","
            
    Stars:
Vincenzo Andreucci, 
Antonio Boschini, 
Fabio Cantelli, 
Walter Delogu
","1,297",,
 Dexter,(2006–2013),"Crsme, Daama, Mysttery",90,"
The strang@e suicide of a powerful woman leads Dexter to suspect her shrink of murder, but he gets a shock when a visit to the suspect opens up dark secrets from Dexter's past.","
    Director:
Tony Goldwyn
| 
    Stars:
Michael C. Hall, 
Julie Benz, 
Jennifer Carpenter, 
Erik King
","5,188",53.0,
Dummie de Mummie,(2014),"Advenure, Cmedy, aFmily",60,"@
In $a dull village where nothin*g ever ha#ppens, a bo$y finds a living mummy in his room. It's the start of an a&maz#ing &friendship, learning the boy more than any friend could.","
    Director:
Pim van Hoeve
| 
    Stars:
Julian Ras, 
Yahya Gaier, 
Roeland Fernhout, 
Ton Kas
",263,77.0,
Rodney & Sheryl,,nonne,0.0,"
Based on the unbelie&vable true story of s$erial killer Rodney Alcala. Detectives have estimated& Alcala's body count to be north of 130 victims. Despite being in the m%idst@ of a killing spree,...                See full summary »
","
    Director:
Chloe Okuno
| 
    Star:
Anna Kendrick
",,,
Dukhtar,(2014),"Drrama, Thrilller",70,"
In the mountains of Pa@k%istan, a mother and her ten-year-old daughter flee their home on the eve of the girl'#s marriage to a tribal leader. A deadly hunt for them begi@ns.","
    Director:
Afia Nathaniel
| 
    Stars:
Samiya Mumtaz, 
Mohib Mirza, 
Saleha Aref, 
Asif Khan
","2,324",93.0,
Student Driver,,"Atcion, Cmedy",00,"
%A substitute driver's education teacher an*d his student@s embark o*n a madcap adventure.","
    Director:
Kyle Newacheck
",,,
 The Movies That Made Us,(2019– ),Documdntary,81,"
This box office t&itan# too*k action movies to the next leve*l, decked out with* a r*elatable hero,% a h#umorous rewrite and a well-played ""yippee-ki-yay.""","
    Director:
Brian Volk-Weiss
| 
    Stars:
Donald Ian Black, 
Stephen Thorp, 
Jeb Stuart, 
Beau Marks
",457,46.0,
Arsenio Hall: Smart and Classy,(2019 TV Special),Comeyd,60,"
Arsenio Hall performs his first stand-up comedy special, filmed live in San Jose, California in April 2019.","
    Director:
Brian Volk-Weiss
| 
    Star:
Arsenio Hall
",412,63.0,
